Structures "F": Vertical walls
;Rc/Hs|q/(gHs^3)^(1/2)
2.438231469|8.41E-04
2.247864529|4.46E-04
2.519737947|1.16E-03
2.796420582|4.57E-04
2.219920083|1.14E-03
2.412739263|7.15E-04
2.835538752|4.78E-04
2.632502633|4.58E-04
2.287980476|7.89E-04
1.561365287|8.03E-04
1.845493562|4.01E-04
1.687156683|6.54E-04
1.466409003|9.83E-04
1.369717562|1.34E-03
1.50314612|1.01E-03
1.345852895|1.31E-03
1.376881204|1.35E-03
1.652786675|4.54E-04
1.458451102|1.13E-03
1.504899673|8.31E-04
1.309378806|1.58E-03
1.77808408|3.92E-04
1.399132321|1.40E-03
1.859325454|8.07E-04
1.48419766|6.27E-04
1.415015815|1.13E-03
1.577579807|3.37E-04
1.384590324|2.33E-03
1.401252885|2.01E-03
1.502828854|1.55E-03
1.395730706|3.72E-03
1.639976847|3.11E-03
2.107815706|2.45E-04
2.065435935|3.17E-04
2.014978602|3.08E-04
2.082565426|7.83E-04
2.104674986|5.26E-04
1.689088191|1.74E-03
2.114916713|1.38E-03
1.984545135|7.94E-04
2.74049217|7.53E-04
2.175521681|2.00E-03
2.38946684|1.51E-03
1.99403147|2.47E-03
2.112676056|2.09E-03
2.411417323|1.56E-03
2.045644308|2.27E-03
2.778827977|8.87E-04
2.202907238|1.98E-03
2.115107914|2.06E-03
2.57985258|9.32E-04
2.242220866|2.02E-03
2.364484478|1.64E-03
2.289363028|1.61E-03
2.469343188|1.14E-03
1.54926168|1.47E-03
1.831187411|6.76E-04
1.674077949|7.26E-04
1.455041491|1.49E-03
1.359099597|1.96E-03
1.491493824|8.46E-04
1.335419927|1.62E-03
1.366207706|1.21E-03
1.639974375|4.25E-04
1.44714528|7.43E-04
1.493233784|6.86E-04
1.299228583|1.32E-03
1.764300482|4.54E-04
1.388286334|1.94E-03
1.844912078|1.26E-03
1.512950859|1.59E-03
1.788268956|7.95E-04
1.634841747|1.16E-03
1.420938956|9.36E-04
1.3272457|2.92E-03
1.456536938|1.87E-03
1.546264226|1.36E-03
1.601537476|9.96E-04
1.334187213|2.52E-03
1.413227812|2.14E-03
1.458236118|1.65E-03
2.166753337|4.40E-04
1.72294969|7.03E-04
1.355748373|1.84E-03
2.759134974|8.71E-04
2.190321148|2.25E-03
2.405721717|1.84E-03
2.00759631|2.31E-03
2.127048002|2.71E-03
2.427821522|1.12E-03
2.059560256|3.05E-03
2.797731569|1.04E-03
2.217893002|2.20E-03
2.129496403|2.88E-03
2.597402597|9.84E-04
2.25747407|2.38E-03
2.380569406|1.74E-03
2.304936926|2.20E-03
2.486141441|1.26E-03
3.448275862|9.51E-05
2.558139535|1.33E-04
2.39390642|1.21E-04
3.492063492|1.71E-04
3.492063492|9.91E-05
2.480270575|1.49E-04
2.233502538|1.38E-04
2.244897959|1.60E-04
2.980625931|1.28E-04
2.634730539|1.44E-04
1.851267487|4.33E-04
1.97309417|4.55E-04
2.793650794|3.19E-04
2.793650794|1.94E-04
1.856540084|5.41E-04
1.76|5.74E-04
2.020665901|4.32E-04
2.978003384|4.16E-04
1.410658307|1.05E-03
1.428571429|1.25E-03
1.578947368|1.79E-03
1.143583227|9.04E-04
1.111111111|1.29E-03
1.219346972|1.61E-03
1.627486438|8.89E-04
3.339658444|1.20E-04
2.51788269|3.37E-04
2.334217507|4.16E-04
2.561863173|5.25E-04
2.993197279|3.34E-04
2.630792227|4.71E-04
3.235294118|2.43E-04
2.2|6.12E-04
1.997729852|6.14E-04
2.703533026|2.83E-04
1.743295019|1.18E-03
1.660583942|1.15E-03
1.743295019|1.31E-03
3.684210526|7.71E-05
3.186490455|1.21E-04
3.466453674|1.09E-04
3.616666667|1.25E-04
3.131313131|1.52E-04
4.288537549|9.62E-05
3.84751773|1.42E-04
2.940379404|1.78E-04
2.669755531|1.02E-04
2.340475359|1.24E-04
2.131074259|2.87E-04
1.964221013|3.93E-04
1.946697567|5.21E-04
2.386838631|4.82E-05
2.130204435|2.18E-04
1.930927727|3.37E-04
1.860465116|6.06E-04
1.744548287|8.91E-04
2.287886065|1.17E-04
1.990521327|3.40E-04
1.860465116|7.20E-04
1.728395062|9.09E-04
1.587901701|1.14E-03
4.215851602|9.62E-05
3.736920777|1.21E-04
3.438789546|1.50E-04
3.184713376|2.13E-04
3.03030303|2.38E-04
3.840245776|1.67E-04
3.438789546|2.25E-04
3.144654088|2.79E-04
2.896871379|3.07E-04
2.714440825|4.30E-04
3.698224852|3.02E-04
3.086419753|3.99E-04
2.896871379|4.71E-04
2.688172043|5.14E-04
2.5|6.07E-04
2.630385488|3.86E-04
2.803286612|2.87E-04
3.266685441|1.29E-04
2.329317269|5.91E-04
3.208852006|1.03E-04
